FLIGHT_YEAR,FLIGHT_MONTH,PRIMARY_DELAY_CAUSE,TOTAL_FLIGHTS,TOTAL_DELAY_MINS,AVG_DELAY_MINS,TOTAL_CARRIER_DELAY_MINS,TOTAL_WEATHER_DELAY_MINS,TOTAL_NAS_DELAY_MINS,TOTAL_LATE_AIRCRAFT_DELAY_MINS,TOTAL_SECURITY_DELAY_MINS
2022,9,Weather,3340,272011.0,81.44,1446.0,239493.0,18320.0,12746.0,6.0
2022,9,Carrier,33677,2310685.0,68.61,2130519.0,2805.0,78471.0,98577.0,313.0
2022,10,Weather,2019,217848.0,107.9,1207.0,196790.0,10632.0,9217.0,2.0
2022,10,Carrier,34129,2272698.0,66.59,2091767.0,1185.0,79741.0,99639.0,366.0
2022,10,NAS,21301,878992.0,41.27,42649.0,4308.0,789959.0,41582.0,494.0
2022,10,Late Aircraft,32348,2193711.0,67.82,167148.0,10888.0,85113.0,1929456.0,1106.0
2022,10,Security,260,11229.0,43.19,132.0,0.0,557.0,519.0,10021.0
2022,11,Weather,3085,328028.0,106.33,1838.0,298069.0,19368.0,8753.0,0.0
2022,11,NAS,26540,1037963.0,39.11,57967.0,8024.0,918824.0,52533.0,615.0
2022,11,Security,279,10524.0,37.72,259.0,17.0,783.0,563.0,8902.0
2022,11,Carrier,36225,2508199.0,69.24,2292626.0,2530.0,99548.0,113153.0,342.0
2022,11,Late Aircraft,36149,2535981.0,70.15,191748.0,14663.0,110325.0,2217470.0,1775.0
2022,12,Security,354,15082.0,42.6,169.0,30.0,1213.0,791.0,12879.0
2022,12,Carrier,50554,3838029.0,75.92,3434469.0,5549.0,169684.0,227907.0,420.0
2022,12,NAS,30898,1319919.0,42.72,94398.0,22020.0,1118997.0,83368.0,1136.0
2022,12,Weather,6268,762489.0,121.65,3972.0,688043.0,41891.0,28556.0,27.0
2022,12,Late Aircraft,54333,4469070.0,82.25,406378.0,42363.0,198201.0,3818800.0,3328.0
2023,1,Weather,4401,524533.0,119.18,2543.0,475943.0,31882.0,14165.0,0.0
2023,1,Security,366,16337.0,44.64,208.0,0.0,1252.0,807.0,14070.0
2023,1,Carrier,38485,2821372.0,73.31,2568288.0,3731.0,129053.0,119979.0,321.0
2023,1,Late Aircraft,41061,3177533.0,77.39,212270.0,15518.0,148998.0,2798973.0,1774.0
2023,1,NAS,32400,1565218.0,48.31,77250.0,16474.0,1398484.0,72106.0,904.0
2023,2,Carrier,32420,2367481.0,73.03,2165601.0,3010.0,98886.0,99610.0,374.0
2023,2,Weather,3188,375486.0,117.78,3750.0,340206.0,22962.0,8568.0,0.0
2023,2,NAS,23928,976653.0,40.82,58101.0,12797.0,856191.0,48948.0,616.0
2023,2,Security,233,12918.0,55.44,201.0,8.0,715.0,378.0,11616.0
2023,2,Late Aircraft,33200,2413553.0,72.7,164617.0,11503.0,104794.0,2131068.0,1571.0
2023,3,Weather,3862,423880.0,109.76,2094.0,376896.0,25658.0,19221.0,11.0
2023,3,Carrier,42421,2997234.0,70.65,2702251.0,3441.0,137111.0,153949.0,482.0
2023,3,NAS,37430,1672526.0,44.68,89389.0,11968.0,1481002.0,88811.0,1356.0
2023,3,Security,394,16953.0,43.03,217.0,8.0,1362.0,1056.0,14310.0
2023,3,Late Aircraft,51937,3660410.0,70.48,257359.0,21426.0,176952.0,3202394.0,2279.0
2023,4,Carrier,40409,2955544.0,73.14,2661779.0,1289.0,123908.0,168170.0,398.0
2023,4,Weather,4115,459838.0,111.75,2202.0,407003.0,29870.0,20763.0,0.0
2023,4,NAS,31031,1583843.0,51.04,80553.0,12885.0,1399350.0,89383.0,1672.0
2023,4,Security,368,16469.0,44.75,305.0,0.0,1572.0,1168.0,13424.0
2023,4,Late Aircraft,49959,3677776.0,73.62,274022.0,26053.0,176352.0,3198825.0,2524.0
2023,5,Late Aircraft,40540,2893861.0,71.38,223453.0,17325.0,112159.0,2538812.0,2112.0
2023,5,NAS,23447,985184.0,42.02,54478.0,7891.0,868557.0,53380.0,878.0
2023,5,Security,327,15026.0,45.95,322.0,11.0,968.0,526.0,13199.0
2023,5,Weather,3209,304960.0,95.03,1375.0,267989.0,19558.0,16038.0,0.0
2023,5,Carrier,36596,2562744.0,70.03,2332641.0,1479.0,88826.0,139325.0,473.0
2023,6,NAS,34927,1858321.0,53.21,94942.0,22032.0,1616342.0,123229.0,1776.0
2023,6,Late Aircraft,62375,5011254.0,80.34,392924.0,50227.0,225635.0,4338884.0,3584.0
2023,6,Security,458,19822.0,43.28,454.0,36.0,1584.0,1223.0,16525.0
2023,6,Weather,6271,643161.0,102.56,3710.0,553007.0,43455.0,42970.0,19.0
2023,6,Carrier,48237,3928390.0,81.44,3518289.0,5237.0,158249.0,246251.0,364.0
2023,7,NAS,36454,2131606.0,58.47,104165.0,23065.0,1862667.0,140085.0,1624.0
2023,7,Security,357,15655.0,43.85,283.0,59.0,1383.0,1142.0,12788.0
2023,7,Late Aircraft,70761,5901949.0,83.41,466763.0,57253.0,255496.0,5119083.0,3354.0
2023,7,Weather,7636,782004.0,102.41,5126.0,669429.0,56171.0,51278.0,0.0
2023,7,Carrier,51872,4300492.0,82.91,3839168.0,7246.0,164723.0,288817.0,538.0
2023,8,Security,446,19243.0,43.15,394.0,30.0,1448.0,1216.0,16155.0
2023,8,Late Aircraft,53251,4166611.0,78.24,295992.0,30498.0,155349.0,3681545.0,3227.0
2023,8,NAS,27301,1331641.0,48.78,66917.0,14122.0,1172085.0,77032.0,1485.0
2023,8,Carrier,42447,3389139.0,79.84,3084936.0,5921.0,115641.0,182284.0,357.0
2023,8,Weather,4994,493570.0,98.83,4692.0,429345.0,33063.0,26379.0,91.0
2023,9,Late Aircraft,39202,2925859.0,74.64,194517.0,21034.0,122563.0,2586039.0,1706.0
2023,9,NAS,26722,1354646.0,50.69,54756.0,12691.0,1214937.0,71643.0,619.0
2023,9,Security,320,13029.0,40.72,208.0,0.0,795.0,567.0,11459.0
2023,9,Carrier,34781,2661290.0,76.52,2426283.0,2085.0,99660.0,132644.0,618.0
2023,9,Weather,3674,392548.0,106.84,1936.0,340922.0,26405.0,23275.0,10.0
2023,10,Late Aircraft,36772,2426414.0,65.99,164672.0,9642.0,87121.0,2163529.0,1450.0
2023,10,NAS,20421,729964.0,35.75,42556.0,4620.0,644548.0,37529.0,711.0
2023,10,Security,324,12445.0,38.41,175.0,29.0,812.0,561.0,10868.0
2023,10,Weather,2023,210710.0,104.16,846.0,193682.0,9428.0,6723.0,31.0
2023,10,Carrier,33444,2317922.0,69.31,2142471.0,1094.0,76943.0,96927.0,487.0
2023,11,NAS,19692,654695.0,33.25,44094.0,4142.0,576550.0,28836.0,1073.0
2023,11,Security,320,11502.0,35.94,202.0,0.0,975.0,602.0,9723.0
2023,11,Late Aircraft,27856,1792573.0,64.35,125323.0,4690.0,71186.0,1589351.0,2023.0
2023,11,Weather,1573,173248.0,110.14,438.0,160467.0,8629.0,3714.0,0.0
2023,11,Carrier,26906,1900253.0,70.63,1754354.0,585.0,76015.0,68529.0,770.0
2023,12,NAS,23861,904929.0,37.93,48788.0,4434.0,812247.0,38145.0,1315.0
2023,12,Late Aircraft,33363,2317027.0,69.45,164828.0,7998.0,86764.0,2054469.0,2968.0
2023,12,Weather,2321,355223.0,153.05,1038.0,337838.0,10921.0,5426.0,0.0
2023,12,Security,392,17182.0,43.83,359.0,20.0,1284.0,1213.0,14306.0
2023,12,Carrier,29216,2056475.0,70.39,1880206.0,1007.0,82532.0,92441.0,289.0
2024,1,NAS,32455,1474274.0,45.43,84492.0,33999.0,1269624.0,84727.0,1432.0
2024,1,Carrier,37803,3091313.0,81.77,2780659.0,4702.0,151728.0,153732.0,492.0
2024,1,Weather,7018,1012428.0,144.26,4152.0,887177.0,81000.0,40076.0,23.0
2024,1,Late Aircraft,48679,3939902.0,80.94,241779.0,53465.0,205862.0,3435452.0,3344.0
2024,1,Security,455,20747.0,45.6,330.0,17.0,1480.0,1595.0,17325.0
2024,2,Security,274,13014.0,47.5,232.0,0.0,1017.0,640.0,11125.0
2024,2,Weather,2425,289853.0,119.53,892.0,259735.0,22244.0,6982.0,0.0
2024,2,Late Aircraft,28294,2042194.0,72.18,126738.0,9832.0,92482.0,1811487.0,1655.0
2024,2,NAS,24886,1040526.0,41.81,49608.0,9818.0,936863.0,43177.0,1060.0
2024,2,Carrier,26157,1871709.0,71.56,1708106.0,961.0,85755.0,76624.0,263.0
2024,3,Late Aircraft,49145,3775840.0,76.83,246317.0,24312.0,174541.0,3327564.0,3106.0
2024,3,Carrier,34936,2685130.0,76.86,2420275.0,1594.0,114848.0,148060.0,353.0
2024,3,Weather,3316,367405.0,110.8,1605.0,318689.0,27066.0,19964.0,81.0
2024,3,NAS,34286,1673855.0,48.82,67037.0,13366.0,1505602.0,86522.0,1328.0
2024,3,Security,349,15397.0,44.12,142.0,0.0,1230.0,1183.0,12842.0
2024,4,Weather,3488,400601.0,114.85,1354.0,346874.0,29970.0,22388.0,15.0
2024,4,Carrier,33679,2500136.0,74.23,2283583.0,1893.0,101173.0,112981.0,506.0
2024,4,NAS,29141,1383505.0,47.48,58406.0,11676.0,1241977.0,70526.0,920.0
2024,4,Security,325,13765.0,42.35,191.0,0.0,733.0,856.0,11985.0
2024,4,Late Aircraft,43315,3260442.0,75.27,193983.0,27793.0,141244.0,2895324.0,2098.0
2024,5,Late Aircraft,65666,5523562.0,84.12,366587.0,73291.0,274743.0,4806011.0,2930.0
2024,5,Carrier,43943,3526340.0,80.25,3151255.0,4554.0,157588.0,212404.0,539.0
2024,5,Security,322,14670.0,45.56,421.0,25.0,1013.0,1043.0,12168.0
2024,5,Weather,7279,878497.0,120.69,2673.0,748087.0,68508.0,59106.0,123.0
2024,5,NAS,41066,2179010.0,53.06,95838.0,23754.0,1930038.0,128299.0,1081.0
2024,6,Security,394,15804.0,40.11,258.0,14.0,1065.0,1295.0,13172.0
2024,6,Late Aircraft,62860,4846253.0,77.1,354916.0,47320.0,213536.0,4226736.0,3745.0
2024,6,Weather,6081,683778.0,112.44,5179.0,596276.0,44200.0,37975.0,148.0
2024,6,NAS,33756,1763747.0,52.25,83166.0,18394.0,1556127.0,104359.0,1701.0
2024,6,Carrier,46854,3704362.0,79.06,3348183.0,3951.0,147936.0,203774.0,518.0
2024,7,Weather,6999,680589.0,97.24,3724.0,575453.0,49518.0,51674.0,220.0
2024,7,Security,412,17915.0,43.48,499.0,0.0,1283.0,1941.0,14192.0
2024,7,NAS,38903,2069788.0,53.2,109310.0,22037.0,1785475.0,151520.0,1446.0
2024,7,Late Aircraft,78223,6627287.0,84.72,507184.0,65055.0,306061.0,5744696.0,4291.0
2024,7,Carrier,57326,5256342.0,91.69,4738425.0,7297.0,208156.0,301844.0,620.0
2024,8,NAS,36585,1989138.0,54.37,93747.0,17851.0,1753281.0,123091.0,1168.0
2024,8,Carrier,43013,3529821.0,82.06,3187956.0,3731.0,151244.0,186532.0,358.0
2024,8,Security,302,12591.0,41.69,136.0,0.0,972.0,963.0,10520.0
2024,8,Late Aircraft,56009,4426803.0,79.04,300632.0,43360.0,214796.0,3865387.0,2628.0
2024,8,Weather,5903,651011.0,110.28,3264.0,563002.0,42945.0,41796.0,4.0
2024,9,Security,171,7047.0,41.21,172.0,0.0,546.0,337.0,5992.0
2024,9,NAS,24178,903932.0,37.39,43072.0,6784.0,808384.0,45058.0,634.0
2024,9,Late Aircraft,32989,2228004.0,67.54,129610.0,14315.0,96454.0,1987051.0,574.0
2024,9,Carrier,29383,2115223.0,71.99,1955136.0,1443.0,81635.0,76761.0,248.0
2024,9,Weather,2957,266726.0,90.2,1190.0,241468.0,15832.0,8236.0,0.0
2024,10,Weather,1456,175473.0,120.52,840.0,160948.0,6750.0,6935.0,0.0
2024,10,Security,199,8425.0,42.34,229.0,0.0,443.0,286.0,7467.0
2024,10,Carrier,29755,2073973.0,69.7,1939615.0,289.0,69603.0,64330.0,136.0
2024,10,Late Aircraft,29309,1919965.0,65.51,116845.0,2256.0,72176.0,1727734.0,954.0
2024,10,NAS,19624,720350.0,36.71,36208.0,2031.0,648546.0,33168.0,397.0
2024,11,Weather,2504,301923.0,120.58,544.0,266124.0,25286.0,9969.0,0.0
2024,11,NAS,24254,1053793.0,43.45,47005.0,10354.0,948821.0,47176.0,437.0
2024,11,Security,176,7567.0,42.99,71.0,38.0,433.0,281.0,6744.0
2024,11,Late Aircraft,28797,1982182.0,68.83,119074.0,10482.0,94494.0,1757340.0,792.0
2024,11,Carrier,28169,1930727.0,68.54,1780726.0,551.0,83970.0,65174.0,306.0
2025,1,NAS,27683,1226842.0,44.32,65388.0,22275.0,1078444.0,59966.0,769.0
2025,1,Weather,4825,652590.0,135.25,3514.0,577928.0,51883.0,19265.0,0.0
2025,1,Carrier,32449,2490605.0,76.75,2272902.0,3043.0,121347.0,93161.0,152.0
2025,1,Late Aircraft,32932,2564519.0,77.87,169008.0,26711.0,129260.0,2237892.0,1648.0
2025,1,Security,241,9438.0,39.16,74.0,15.0,893.0,475.0,7981.0
2025,2,Late Aircraft,36623,2903965.0,79.29,172822.0,17689.0,164122.0,2548188.0,1144.0
2025,2,Weather,4299,506890.0,117.91,3171.0,443003.0,46588.0,14128.0,0.0
2025,2,Security,177,7957.0,44.95,95.0,0.0,579.0,481.0,6802.0
2025,2,NAS,30983,1500301.0,48.42,65688.0,23046.0,1333892.0,77125.0,550.0
2025,2,Carrier,31020,2491898.0,80.33,2271958.0,2461.0,121652.0,95589.0,238.0
2025,3,NAS,32315,1677485.0,51.91,65583.0,14871.0,1496851.0,99748.0,432.0
2025,3,Weather,4185,512162.0,122.38,2680.0,452003.0,36477.0,21002.0,0.0
2025,3,Carrier,35154,2721946.0,77.43,2478613.0,2266.0,117879.0,122996.0,192.0
2025,3,Late Aircraft,44182,3457170.0,78.25,214610.0,23053.0,181150.0,3036762.0,1595.0
2025,3,Security,198,9605.0,48.51,132.0,0.0,447.0,572.0,8454.0
2025,4,Weather,4340,449286.0,103.52,1840.0,389076.0,40108.0,18183.0,79.0
2025,4,NAS,31925,1577154.0,49.4,61921.0,15110.0,1418938.0,80572.0,613.0
2025,4,Security,218,14336.0,65.76,90.0,0.0,777.0,582.0,12887.0
2025,4,Carrier,33987,2536719.0,74.64,2309113.0,2012.0,112820.0,112563.0,211.0
2025,4,Late Aircraft,43134,3263874.0,75.67,190617.0,27525.0,170874.0,2873857.0,1001.0
2025,5,NAS,43239,2466600.0,57.05,85104.0,21219.0,2225115.0,134321.0,841.0
2025,5,Late Aircraft,52121,4072949.0,78.14,253049.0,49690.0,225434.0,3543473.0,1303.0
2025,5,Carrier,38673,2936703.0,75.94,2649444.0,4280.0,141756.0,140862.0,361.0
2025,5,Weather,6823,733559.0,107.51,2889.0,633564.0,54561.0,42545.0,0.0
2025,5,Security,182,10055.0,55.25,78.0,0.0,766.0,390.0,8821.0
2025,6,Late Aircraft,68725,5551612.0,80.78,363629.0,69200.0,291658.0,4825866.0,1259.0
2025,6,NAS,42886,2463147.0,57.43,105430.0,27683.0,2167073.0,161793.0,1168.0
2025,6,Carrier,49325,4027690.0,81.66,3621783.0,5752.0,183324.0,216465.0,366.0
2025,6,Weather,8148,918212.0,112.69,4442.0,790416.0,63769.0,59585.0,0.0
2025,6,Security,321,19847.0,61.83,307.0,0.0,1185.0,867.0,17488.0
2025,7,Weather,9009,1097766.0,121.85,7389.0,954973.0,70196.0,65208.0,0.0
2025,7,NAS,43722,2746792.0,62.82,107310.0,28380.0,2439925.0,170519.0,658.0
2025,7,Security,278,13551.0,48.74,103.0,28.0,754.0,739.0,11927.0
2025,7,Late Aircraft,72441,6192851.0,85.49,433064.0,66659.0,295837.0,5395008.0,2283.0
2025,7,Carrier,51562,4365657.0,84.67,3930034.0,7489.0,178526.0,249206.0,402.0
2025,8,Security,248,12700.0,51.21,135.0,0.0,795.0,950.0,10820.0
2025,8,NAS,33052,1724726.0,52.18,71578.0,15947.0,1544232.0,92384.0,585.0
2025,8,Late Aircraft,53052,4199904.0,79.17,281003.0,44355.0,175599.0,3696842.0,2105.0
2025,8,Weather,6602,705518.0,106.86,3679.0,621598.0,44316.0,35890.0,35.0
2025,8,Carrier,40966,3175730.0,77.52,2897964.0,4152.0,122421.0,150805.0,388.0
2025,9,Weather,3542,355711.0,100.43,1677.0,315907.0,24986.0,13101.0,40.0
2025,9,Carrier,29291,2104965.0,71.86,1934443.0,2730.0,77775.0,89842.0,175.0
2025,9,Security,193,8811.0,45.65,134.0,0.0,514.0,347.0,7816.0
2025,9,NAS,26666,1317804.0,49.42,45769.0,9255.0,1202860.0,59630.0,290.0
2025,9,Late Aircraft,33166,2437185.0,73.48,153266.0,17945.0,100420.0,2164856.0,698.0
2025,10,Late Aircraft,47008,3294188.0,70.08,223382.0,15701.0,170790.0,2883273.0,1042.0
2025,10,Carrier,36451,2604707.0,71.46,2372398.0,1069.0,113000.0,117873.0,367.0
2025,10,Security,200,8776.0,43.88,84.0,0.0,695.0,540.0,7457.0
2025,10,NAS,35962,1663077.0,46.25,65112.0,6331.0,1492888.0,98305.0,441.0
2025,10,Weather,2628,270550.0,102.95,2130.0,236814.0,18004.0,13602.0,0.0
2025,11,Weather,3168,393676.0,124.27,1289.0,345664.0,32500.0,14216.0,7.0
2025,11,Late Aircraft,42955,3414671.0,79.49,224030.0,24371.0,211877.0,2953207.0,1186.0
2025,11,Carrier,32684,2478283.0,75.83,2243213.0,1527.0,115671.0,117737.0,135.0
2025,11,Security,206,11084.0,53.81,151.0,0.0,719.0,724.0,9490.0
2025,11,NAS,35146,2073371.0,58.99,63080.0,13337.0,1874140.0,122458.0,356.0
2025,12,NAS,37593,1919713.0,51.07,95641.0,28255.0,1684755.0,110161.0,901.0
2025,12,Carrier,46617,3728866.0,79.99,3369354.0,2555.0,181055.0,175579.0,323.0
2025,12,Late Aircraft,62986,5068798.0,80.47,359215.0,39969.0,264347.0,4403241.0,2026.0
2025,12,Weather,5585,752893.0,134.81,3614.0,659782.0,63068.0,26423.0,6.0
2025,12,Security,332,17185.0,51.76,162.0,30.0,1474.0,1031.0,14488.0
2026,1,Security,193,10717.0,55.53,116.0,52.0,582.0,562.0,9405.0
2026,1,Late Aircraft,37802,3013097.0,79.71,196370.0,37079.0,143089.0,2635211.0,1348.0
2026,1,Weather,5783,802413.0,138.75,2460.0,710192.0,63724.0,26017.0,20.0
2026,1,Carrier,36047,3012454.0,83.57,2764657.0,3925.0,131726.0,112005.0,141.0
2026,1,NAS,27650,1288711.0,46.61,67575.0,25660.0,1126687.0,68224.0,565.0
